Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
American Pharaohz,"['Restaurants', 'Mediterranean Restaurants', 'Bar & Grills']",,"{'rating': None, 'count': None}",http://www.americanpharaohz.com,,http://www.yellowpages.com/long-island-city-ny/mip/american-pharaohz-558856328#open-menu,,,From Business: American Pharaohz Is the first Modern fast casual EGYPTIAN food brand to HIT NYC. We are offering a FAST and fresh dishes to you r front DOOR . We Offer Pick-up…,True,(347) 909-5329,4138 37th St,"Long Island City, NY 11101",$
Midnights,"['Restaurants', 'American Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""23""}","{'rating': None, 'count': None}",http://www.midnightsbk.com,,http://www.yellowpages.com/brooklyn-ny/mip/midnights-525847447#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: The combination of a well executed food program and cocktail scene that features outdoor seating, live DJ's and a late-night menu. It is the collaboration of two…",False,(718) 384-6961,149 N 6th St,"Brooklyn, NY 11249",$$
The Meatball Shop - Williamsburg,"['Restaurants', 'American Restaurants', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""359""}","{'rating': None, 'count': None}",http://www.themeatballshop.com,,http://www.yellowpages.com/brooklyn-ny/mip/the-meatball-shop-williamsburg-467873208#open-menu,12 Years,"['Good for groups', 'Serves alcohol']",From Business: Founded in 2010 by childhood friends Daniel Holzman and Michael Chernow. The Meatball Shop serves the best meatballs in the world with a mix and match menu…,True,(718) 551-0520,170 Bedford Ave,"Brooklyn, NY 11249",$$
Aurora,"['Restaurants', 'Italian Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""216""}","{'rating': None, 'count': None}",https://www.aurorabk.com/hours-location,,http://www.yellowpages.com/brooklyn-ny/mip/aurora-509700889#open-menu,75 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","From Business: Aurora Ristorante is an eating establishment that offers a range of dinner and lunch options for guests. The restaurant serves a variety of salads, cocktails and…",False,(718) 388-5100,70 Grand St,"Brooklyn, NY 11249",$$
Aliada,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""74""}","{'rating': None, 'count': None}",http://www.aliadany.com,,http://www.yellowpages.com/astoria-ny/mip/aliada-7643665#open-menu,20 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']",From Business: Aliada is a Greek Cypriot Restaurant located in Astoria Queens. We opened our doors in 2002 and we specialize in fresh imported and local seafood as well as…,True,(718) 932-2240,2919 Broadway,"Astoria, NY 11106",$$
My Moon Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""61""}","{'rating': None, 'count': None}",http://www.mymoonnyc.com,,http://www.yellowpages.com/brooklyn-ny/mip/my-moon-restaurant-9693147#open-menu,18 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","From Business: For unique, awe-inspiring atmosphere and Mediterranean dishes with a Spanish flair, you will want to take a journey to MyMoon. This spacious Brooklyn hot-spot is…",True,(718) 599-7007,184 N 10th St,"Brooklyn, NY 11211",$$$
Delaware and Hudson,"['Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""76""}","{'rating': None, 'count': None}",http://delawareandhudson.com,,http://www.yellowpages.com/brooklyn-ny/mip/delaware-and-hudson-504953758#open-menu,9 Years,"['Serves alcohol', 'Takes reservations']","From Business: Delaware and Hudson is a 38-seat restaurant in Williamsburg, Brooklyn serving regional American food from the Mid-Atlantic states (from Baltimore to Buffalo). We…",True,(718) 218-8191,135 N 5th St,"Brooklyn, NY 11249",$$
Monarch Restaurant,"['Restaurants', 'Asian Restaurants', 'Bars']","{""rating"":""3.0"",""count"":""2""}","{'rating': None, 'count': None}",http://monarchrestaurantbk.com,,http://www.yellowpages.com/brooklyn-ny/mip/monarch-restaurant-549201070#open-menu,,,"From Business: Creative interpritations of our favorite dishes from east Asia: Japan, Taiwan, Korea as well as malasian and Thai influence.Creative interpritations of our…",True,(917) 909-1596,146 Metropolitan Ave,"Brooklyn, NY 11249",$$
"Burger, Inc.","['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",http://www.burgerincnyc.com,,http://www.yellowpages.com/brooklyn-ny/mip/burger-inc-554347770#open-menu,,,From Business: Creating amazing looking food and pleasing our customer’s palates since 2016! We support local businesses because we are a local business. Our bread is delivered…,False,(347) 463-9555,135 N 5th St Ste A,"Brooklyn, NY 11249",$
GNR's La Concha Restaurant,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': None, 'count': None}",https://gnrrestaurant.netwaiter.com,,http://www.yellowpages.com/jersey-city-nj/mip/gnrs-la-concha-restaurant-17763268#open-menu,23 Years,,From Business: Puerto Rican cuisine!,False,(201) 795-2522,384 Central Ave,"Jersey City, NJ 07307",$
Sanford Restaurant,"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']","{""rating"":""4.5"",""count"":""203""}","{'rating': None, 'count': None}",http://www.sanfordsnyc.com,,http://www.yellowpages.com/astoria-ny/mip/sanford-restaurant-470895584#open-menu,20 Years,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Sanfords has been an Astoria landmark since 1922. The Sanfords of today serves exceptionally well prepared American comfort food, in a modern, casual & sleek…",True,(718) 932-9569,3013 Broadway,"Astoria, NY 11106",$$
Station,"['Restaurants', 'Coffee Shops', 'Continental Restaurants']",,"{'rating': None, 'count': None}",http://www.stationnyc.com,,http://www.yellowpages.com/brooklyn-ny/mip/station-472585580#open-menu,,,,True,(718) 599-1596,166 N 7th St,"Brooklyn, NY 11211",$$
Cosi,"['Restaurants', 'Sandwich Shops', 'American Restaurants']","{""rating"":""4.0"",""count"":""84""}","{'rating': None, 'count': None}",http://www.getcosi.com,,,15 Years,"['Offers outdoor seating', 'Wheelchair accessible']","From Business: Founded in 1966, Cosi is a chain of restaurants that offers foods and beverages. Its restaurants serve pizzas, soups, bagels, gourmet beverages and desserts. The…",True,(201) 963-0533,535 Washington Blvd,"Jersey City, NJ 07310",$
Glaze Teriyaki,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']","{""rating"":""4.0"",""count"":""1""}","{'rating': None, 'count': None}",http://glazeteriyaki.com,,http://www.yellowpages.com/brooklyn-ny/mip/glaze-teriyaki-533214118#open-menu,6 Years,,"From Business: Glaze Teriyaki is a Japanese restaurant in Williamsburg, Brooklyn, NY. Glaze is a fast casual chain that specializes in healthy Japanese food. Our house made…",True,(347) 987-3590,145 N 4th St,"Brooklyn, NY 11211",$$
Fabiane's,"['Restaurants', 'Coffee Shops', 'Coffee & Espresso Restaurants']","{""rating"":""4.0"",""count"":""100""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/brooklyn-ny/mip/fabianes-4189190#open-menu,21 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","From Business: Located in the heart of Williamsburg is Fabiane's, a charming café that fuses French cuisine with Brazilian roots to create a delightful assortment of pastries,…",False,(718) 218-9632,142 N 5th St,"Brooklyn, NY 11211",$$
Junko Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""19""}","{'rating': None, 'count': None}",http://www.junkosushi.com,,http://www.yellowpages.com/astoria-ny/mip/junko-sushi-466469567#open-menu,12 Years,['Takes reservations'],From Business: Title: A good Japanese Sushi Restuarant with good lunch deals.Title: A good Japanese Sushi Restuarant with good lunch deals.,True,(718) 777-1588,3302 Broadway,"Astoria, NY 11106",$$
"Levain Bakery – Williamsburg, Brooklyn","['Restaurants', 'American Restaurants', 'Bakeries']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",https://levainbakery.com,,http://www.yellowpages.com/brooklyn-ny/mip/levain-bakery-williamsburg-brooklyn-556467287#open-menu,,,From Business: It all began with a simple mission between two great friends: create the world’s greatest chocolate chip cookie. The rest is history and baked fresh daily.,False,(917) 464-3785,164 N 4th St,"Brooklyn, NY 11211",$$
Dig,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",https://www.diginn.com,,http://www.yellowpages.com/brooklyn-ny/mip/dig-555131675#open-menu,,,"From Business: At Dig, you’ll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",False,(718) 215-6844,166 N 4th St,"Brooklyn, NY 11211",$$
Crust NYC,"['Restaurants', 'Italian Restaurants']",,"{'rating': None, 'count': None}",https://www.facebook.com/crustnyc,,http://www.yellowpages.com/sunnyside-ny/mip/crust-nyc-548230360#open-menu,,,From Business: Crust Nyc stays true to the classic American slice being thin crust with just the right amount of sauce and high quality cheese to be eaten straight out the oven…,True,(929) 424-3300,3909 47th Ave,"Sunnyside, NY 11104",$
Taiyaki NYC - Williamsburg,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""7""}","{'rating': None, 'count': None}",http://taiyakinyc.com,,,,,"From Business: Taiyaki NYC is a warm, traditional environment that captures the Japanese roots where the dessert, Taiyaki originated. Taiyaki is a fish-shaped waffle that is…",False,(917) 909-1856,294 Bedford Ave  Between Grand Street & S 1st Street,"Brooklyn, NY 11249",
Trattoria Ora,"['Restaurants', 'Italian Restaurants', 'Bars']","{""rating"":""5.0"",""count"":""6""}","{'rating': None, 'count': None}",http://www.trattoriaora.com/index.html,,http://www.yellowpages.com/astoria-ny/mip/trattoria-ora-544988434#open-menu,,,"From Business: Italian cuisine restaurant offering exquisite entrees consisting of pastas, chicken, veal , fish, steaks and chops. All high quality food is reasonably priced .…",True,(718) 433-9680,1801 Astoria Blvd,"Astoria, NY 11102",$$$
Ruth's Chris Steak House,"['Restaurants', 'Steak Houses', 'American Restaurants']","{""rating"":""4.5"",""count"":""39""}","{'rating': None, 'count': None}",https://ruthschris.com/jersey-city,,http://www.yellowpages.com/jersey-city-nj/mip/ruths-chris-steak-house-545597301#open-menu,58 Years,['Serves alcohol'],"From Business: Ruth's Chris Steak House specializes in serving USDA Prime steaks, each seared to perfection, finished with butter and freshly chopped parsley, and served…",True,(201) 448-8664,499 Washington Blvd,"Jersey City, NJ 07310",
Bartolino's Restaurant,"['Restaurants', 'Italian Restaurants', 'Pizza']","{""rating"":""4.0"",""count"":""3""}","{'rating': None, 'count': None}",http://www.bartolinosastoria.com,,http://www.yellowpages.com/astoria-ny/mip/bartolinos-restaurant-503950797#open-menu,35 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",From Business: Fine Italian Cuisine in a Traditional NYC style. We offer homemade southern Italian dishes cooked to order. An amazing wine list complements your meal. Party…,True,(718) 728-0430,3415 Broadway,"Astoria, NY 11106",$$$
Twist and Smash'd Sports,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']","{""rating"":""2.5"",""count"":""9""}","{'rating': None, 'count': None}",https://twistandsmashdsports.com,,http://www.yellowpages.com/astoria-ny/mip/twist-and-smashd-sports-495878479#open-menu,,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol']",From Business: Twist and Smash'd was created by a father and daughter(s) tag team that all started on a family vacation to Ecuador in 2010. While traveling in Ecuador we found…,True,(718) 806-1542,3402 Steinway St,"Astoria, NY 11101",$$
Battello,"['Restaurants', 'American Restaurants', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""311""}","{'rating': None, 'count': None}",http://www.battellojc.com,,http://www.yellowpages.com/jersey-city-nj/mip/battello-495620125#open-menu,10 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: ""A flawlessly designed eating and drinking complex that looks both industrial and luxurious."" Situated on the Hudson with breathtaking views of the Manhattan…",False,(201) 798-1798,502 Washington Blvd,"Jersey City, NJ 07310",$$$
Samurai Mama,"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']","{""rating"":""4.5"",""count"":""98""}","{'rating': None, 'count': None}",http://www.samuraimama.com,,,13 Years,"['Wheelchair accessible', 'Serves alcohol']",From Business: 5 star Japanese restaurant or at least 45 star Japanese restaurant or at least 4,False,(718) 599-6161,205 Grand St,"Brooklyn, NY 11211",$$
D & F Italian Deli,"['Restaurants', 'Italian Restaurants', 'Sandwich Shops']","{""rating"":""5.0"",""count"":""7""}","{'rating': None, 'count': None}",http://www.dandfitaliandeli.com,,,50 Years,,"From Business: At D & F Italian Deli, food is our passion, service is our dedication, and quality is our mission. We carry a full line of Boars Head products and offer a…",True,(718) 728-2422,3517 Broadway,"Astoria, NY 11106",$
Namkeen,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",https://eatnamkeen.com,,,,,"From Business: Easygoing operation specializing in spicy chicken & waffles with a Pakistani twist. You can view all of our latest menus, address, up-to-date hours, social media…",False,(347) 658-3383,338 Bedford Ave,"Brooklyn, NY 11249",
Halsey's,"['Restaurants', 'American Restaurants', 'Brew Pubs']","{""rating"":""4.5"",""count"":""4""}","{'rating': None, 'count': None}",http://www.halseysastoria.com,,http://www.yellowpages.com/astoria-ny/mip/halseys-505052957#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Halsey's is an easygoing bar offering artisanal cocktails and craft beer in a laid-back setting with shareable plates. Join us for weekly events including bingo,…",False,(718) 267-2735,3095 33rd St,"Astoria, NY 11102",$$
Bareburger,"['Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""85""}","{'rating': None, 'count': None}",http://www.bareburger.com,,http://www.yellowpages.com/astoria-ny/mip/bareburger-456104022#open-menu,14 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","From Business: Bareburger is the leader in America's ""better burger"" trend, emphasizing high-quality, ethically sourced, all-natural & sustainable ingredients in a casual…",True,(718) 777-7011,3321 31st Ave,"Astoria, NY 11106",$$
Mom's Kitchen & Bar,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""39""}","{'rating': None, 'count': None}",http://www.momsastoria.com,,http://www.yellowpages.com/astoria-ny/mip/moms-kitchen-bar-527949249#open-menu,7 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","From Business: Mom's Kitchen and Bar in Astoria features comfort food, adult beverages, Bigmouth Milkshakes and All-Day Brunch!Mom's Kitchen and Bar in Astoria features comfort…",True,(718) 267-2735,3095 33rd St,"Astoria, NY 11102",$$
Lokal Eatery & Bar,"['Restaurants', 'American Restaurants', 'Latin American Restaurants']","{""rating"":""4.0"",""count"":""9""}","{'rating': None, 'count': None}",http://www.lokaljc.com,,http://www.yellowpages.com/jersey-city-nj/mip/lokal-eatery-bar-550850282#open-menu,,,"From Business: Lokal is the newest addition to Jersey City's revitalized dining scene. Keeping to its namesake, the restaurant's food and cocktail menus spotlight fresh and…",True,(201) 222-6800,2 2nd St,"Jersey City, NJ 07302",$$
Ariyoshi Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']","{""rating"":""4.5"",""count"":""47""}","{'rating': None, 'count': None}",http://www.ariyoshiny.com,,,48 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: Come by and enjoy the best Japanese food in Queens. Here at the Ariyoshi Japanese Restaurant we offer amazing service in a calm environment. Ariyoshi currently…,False,(718) 937-3288,4113 Queens Blvd,"Sunnyside, NY 11104",
Villa Borghese III,"['Restaurants', 'Italian Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""132""}","{'rating': None, 'count': None}",http://vb3restaurant.com,,http://www.yellowpages.com/jersey-city-nj/mip/villa-borghese-iii-472297485#open-menu,,,"From Business: Chef Michael Colletti began his culinary journey at a young age growing up watching his grandparents and father, who migrated from Sicily, preparing the family…",True,(201) 420-4823,475 Washington Blvd,"Jersey City, NJ 07310",$$
Patrizia's of Williamsburg,"['Restaurants', 'Italian Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""134""}","{'rating': None, 'count': None}",http://www.patrizias.com,,,14 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: Patrizia's has been a family owned establishment for over 25 years. Our family is involved in every aspect of the day to day activities to make sure that your…,False,(718) 218-9272,35 Broadway,"Brooklyn, NY 11249",$$
Oliver's Astoria,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""28""}","{'rating': None, 'count': None}",http://www.oliversastoria.com,,http://www.yellowpages.com/astoria-ny/mip/olivers-astoria-482959615#open-menu,9 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: Oliver's is a neighborhood craft beer & kitchen serving Astoria NYC with great food & drinks in a casual atmosphere.Oliver's is a neighborhood craft beer &…,True,(718) 806-1476,3719 Broadway,"Astoria, NY 11103",$$
Barano,"['Restaurants', 'Italian Restaurants', 'Pizza']","{""rating"":""4.5"",""count"":""43""}","{'rating': None, 'count': None}",http://www.baranobk.com,,http://www.yellowpages.com/brooklyn-ny/mip/barano-526572775#open-menu,7 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",From Business: Barano is South Williamsburg's wood fired seasonal Italian restaurant by Chef Albert Di Meglio. Chef Di Meglio's seasonal menus adapt old world cooking…,False,(347) 987-4500,26 Broadway,"Brooklyn, NY 11249",$$$
Juanchi's Burger,"['Restaurants', 'American Restaurants', 'Latin American Restaurants']","{""rating"":""4.5"",""count"":""21""}","{'rating': None, 'count': None}",http://www.juanchisburgers.com,,,,"['Has Wifi', 'Serves alcohol']","From Business: At Juanchi's Burgers, we strive to standout with our incredible burgers made from the freshest ingredients. The meat and buns we use are specially made for us,…",False,(929) 295-0147,225 S 1st St,"Brooklyn, NY 11211",$$
Brooklynite Burgers,"['Restaurants', 'American Restaurants', 'Latin American Restaurants']","{""rating"":""2.5"",""count"":""2""}","{'rating': None, 'count': None}",http://www.brooklyniteburgers.com,,,,,"From Business: At Brooklynite Burgers, we strive to standout with our incredible burgers made from the freshest ingredients. The meat and buns we use are specially made for us,…",True,(929) 295-0147,225 S 1st St,"Brooklyn, NY 11211",
LUNA Asian Bistro & Lounge,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""6""}","{'rating': None, 'count': None}",http://www.lunaasianbistro.com,,http://www.yellowpages.com/astoria-ny/mip/luna-asian-bistro-lounge-527772428#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Luna Best Japanese Fusion in Astoria, NY . Begin your voyage with our diverse food destinations, offering a wide variety of different choices. You can simply…",True,(917) 832-7911,3272 Steinway St,"Astoria, NY 11103",$$
High Lúa Vietnamese Kitchen,"['Restaurants', 'Vietnamese Restaurants', 'Take Out Restaurants']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",https://www.highluanyc.com/contact,,http://www.yellowpages.com/brooklyn-ny/mip/high-la-vietnamese-kitchen-549542075#open-menu,,,"From Business: come on in for authentic Vietnamese cuisine, with recipes spanning across generations. We're a family owned and run business so the kitchen doesn't get more real…",True,(347) 844-9666,182 S 2nd St,"Brooklyn, NY 11211",$$
Andy's Cafe,"['Restaurants', 'American Restaurants', 'Pizza']","{""rating"":""2.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.tastyfoodny.com,,http://www.yellowpages.com/astoria-ny/mip/andys-cafe-504513635#open-menu,,['Has Wifi'],"From Business: Order your favorite pizza, pasta, salad, wings and more with Andy's Cafe located at 23-39 Astoria Blvd in Astoria, NY. Andy's Cafe is accepting orders online for…",True,(718) 606-8745,2339 Astoria Blvd,"Astoria, NY 11102",$$
Haven Riverfront Restaurant & Bar,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""257""}","{'rating': None, 'count': None}",http://www.havenedgewater.com,,,10 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Named by Architectural Digest as ""One of The World's 16 Most Spectacular Waterfront Restaurants"", Haven Riverfront Restaurant and Bar sits on the banks of the…",False,(201) 943-1900,2 Main St,"Edgewater, NJ 07020",$$$
Social House Cafe,"['Restaurants', 'American Restaurants', 'French Restaurants']","{""rating"":""5.0"",""count"":""7""}","{'rating': None, 'count': None}",https://www.facebook.com/Social-House-Cafe-895450914120648,,http://www.yellowpages.com/brooklyn-ny/mip/social-house-cafe-556847560#open-menu,,,From Business: Social House is a small quaint neighborhood café by day and a bar by night. Located one block from the Williamsburg Bridge and Domino Park. Social House Café…,True,(929) 295-0397,60 Broadway,"Brooklyn, NY 11249",$$
We Got Company,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']",,"{'rating': None, 'count': None}",http://wegotcompany.bar,,http://www.yellowpages.com/brooklyn-ny/mip/we-got-company-556644096#open-menu,,,"From Business: Intimate Cocktail bar In Williamsburg, offering a thoughtful drink menu featuring cocktails using the freshest ingredients.Intimate Cocktail bar In Williamsburg,…",False,(718) 490-7814,441 Metropolitan Ave,"Brooklyn, NY 11211",$$$$
M Shanghai,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""21""}","{'rating': None, 'count': None}",https://m-shanghai.com,,http://www.yellowpages.com/brooklyn-ny/mip/m-shanghai-467428278#open-menu,20 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","From Business: Cozy local favorite established since 2002. Freshly made soup dumplings and scallion pancakes, freshly prepared dishes. Home stay cooking and dim sum is served…",False,(718) 384-9300,292 Grand St,"Brooklyn, NY 11211",$$
Kings County Imperial,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""41""}","{'rating': None, 'count': None}",http://www.kingscoimperial.com,,http://www.yellowpages.com/brooklyn-ny/mip/kings-county-imperial-507580735#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","From Business: Kings County Imperial is pleased to offer family style regional Chinese hailing from both the north and south of China. In a setting with antique wood floors,…",True,(718) 610-2000,20 Skillman Ave,"Brooklyn, NY 11211",$$$
Katch Brewery & Grill,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""3.5"",""count"":""23""}","{'rating': None, 'count': None}",https://www.katchastoria.com/contactus,,http://www.yellowpages.com/astoria-ny/mip/katch-brewery-grill-472450836#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Modern, upbeat tavern with an outdoor courtyard offering pub grub, cocktails & rotating craft brews.Modern, upbeat tavern with an outdoor courtyard offering pub…",False,(718) 777-2230,3119 Newtown Ave,"Astoria, NY 11102",$$
Burger Village,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",https://burgervillage.com/astoria,,http://www.yellowpages.com/astoria-ny/mip/burger-village-558832641#open-menu,,,"From Business: We offer a delectable array of all-natural, organic & exotic burgers catering to both meat-lovers and plant based enthusiasts. Our menu features a variety of…",True,(929) 296-9700,4017 Broadway,"Astoria, NY 11103",$$
Pollos A La Brasa Mario,"['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']","{""rating"":""4.0"",""count"":""21""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/astoria-ny/mip/pollos-a-la-brasa-mario-578235#open-menu,27 Years,"['Wheelchair accessible', 'Serves alcohol']",From Business: Colombian flavor is what Pollos Mario Astoria restaurant has to offer to our customers that know the quality of the products that we prepare thanks to all the…,True,(718) 932-2424,4019 Broadway,"Astoria, NY 11103",$$
Sweet Afton,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""47""}","{'rating': None, 'count': None}",http://www.sweetaftonbar.com,,http://www.yellowpages.com/astoria-ny/mip/sweet-afton-450844305#open-menu,14 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","From Business: The Astoria local, serving craft beers, honest cocktails and the neighborhood’s best burger since 2009.",True,(718) 777-2570,3009 34th St,"Astoria, NY 11103",$$
Francie,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']","{""rating"":""4.5"",""count"":""8""}","{'rating': None, 'count': None}",http://www.franciebrooklyn.com,,http://www.yellowpages.com/brooklyn-ny/mip/francie-559932987#open-menu,,,"From Business: Francie, debuted December 2020, and is the first independent collaboration between Chef-Owner Christopher Cipollone (Piora, Cotogna) and Owner-Operator John…",False,(718) 218-7572,136 Broadway,"Brooklyn, NY 11249",$$$
Sotto Le Stelle,"['Restaurants', 'Italian Restaurants', 'Pizza']","{""rating"":""4.5"",""count"":""20""}","{'rating': None, 'count': None}",http://www.sottolestelleny.com,,http://www.yellowpages.com/sunnyside-ny/mip/sotto-le-stelle-538414585#open-menu,,,"From Business: Sotto le Stelle is a sit down pizzeria in Sunnyside, serving napoletan style pizzaSotto le Stelle is a sit down pizzeria in Sunnyside, serving napoletan style…",True,(718) 685-2086,4407 Queens Blvd,"Sunnyside, NY 11104",$$
Harry’s Food and Drink,"['Restaurants', 'American Restaurants', 'Brew Pubs']","{""rating"":""4.0"",""count"":""10""}","{'rating': None, 'count': None}",http://www.harrysfoodanddrink.com,,http://www.yellowpages.com/north-bergen-nj/mip/harrys-food-and-drink-542789655#open-menu,,,"From Business: We are a New American Gastro-pub serving quality food and drink. We serve lunch, dinner and a weekend brnch. We have a private event space with a full service…",True,(201) 861-8101,8101 Bergenline Ave,"North Bergen, NJ 07047",
G P's Hamilton Park,"['Restaurants', 'American Restaurants', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""44""}","{'rating': None, 'count': None}",http://www.gpsrestaurant.com,,http://www.yellowpages.com/jersey-city-nj/mip/g-ps-hamilton-park-472275290#open-menu,89 Years,,"From Business: Welcome to GP's, serving Hudson County since 1934! A family owned and operated business, we believe that when fresh, classic food is served to customers with…",True,(201) 418-8800,232 Pavonia Ave,"Jersey City, NJ 07302",$$
M Noodle Shop,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""13""}","{'rating': None, 'count': None}",https://mnoodleshop.com,,http://www.yellowpages.com/brooklyn-ny/mip/m-noodle-shop-451899426#open-menu,14 Years,['Serves alcohol'],"From Business: No matter if it’s lunch, dinner, or late at night, you can always conquer your noodle cravings at 549 Metropolitan Avenue",False,(718) 384-8008,549 Metropolitan Ave,"Brooklyn, NY 11211",$$
Pomp & Circumstance,"['Restaurants', 'American Restaurants', 'French Restaurants']","{""rating"":""5.0"",""count"":""4""}","{'rating': None, 'count': None}",http://www.pandcdining.com,,http://www.yellowpages.com/brooklyn-ny/mip/pomp-circumstance-551110233#open-menu,,,From Business: Mediterranean influenced menu designed for sharing. Fresh baked breads and accompaniments. Many Vegetarian and Pescatarian options.Mediterranean influenced menu…,True,(718) 387-4861,577 Lorimer St,"Brooklyn, NY 11211",$$
