Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Llamarada,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,39 Years,['Wheelchair accessible'],,False,(323) 221-2259,2622 Pasadena Ave,"Los Angeles, CA 90031",$
El Corita Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,True,(323) 276-8211,2676 Pasadena Ave,"Los Angeles, CA 90031",
Lupita's Restaurant,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""2""}","{'rating': None, 'count': None}",,,,39 Years,['Wheelchair accessible'],,True,(323) 223-7835,2634 Idell St,"Los Angeles, CA 90065",$
La Payita Siete Mares,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",,"{'rating': None, 'count': None}",,,,33 Years,"['Offers outdoor seating', 'Wheelchair accessible']",,False,(323) 664-4604,3143 W Sunset Blvd,"Los Angeles, CA 90026",$
Genesis Restaurante Y Pupuseria,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",,,,13 Years,"['Wheelchair accessible', 'Takes reservations']",,True,(323) 224-2901,901 Cypress Ave,"Los Angeles, CA 90065",$
Cemitas Poblanas Juquilita,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.tripadvisor.com/Restaurant_Review-g32655-d4657111-Reviews-m32908-Juquilita_Restaurant-Los_Angeles_California.html,,,19 Years,,,False,(323) 266-6068,401 S Indiana St,"Los Angeles, CA 90063",$
Boca Del Rio,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,True,(323) 261-0027,3706 Whittier Blvd,"Los Angeles, CA 90023",
El Buen Sabor Restaurant,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']","{""rating"":""4.0"",""count"":""2""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/el-buen-sabor-restaurant-5780202#open-menu,,,,False,(323) 225-1805,4306 N Figueroa St,"Los Angeles, CA 90065",$
Aunt Rosa Lee's Mississippi Soul Food,"['Restaurants', 'Soul Food Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",,,,,['Wheelchair accessible'],,False,(323) 733-8586,2781 S Western Ave,"Los Angeles, CA 90018",
Omiljip House Of Noodles,"['Restaurants', 'Asian Restaurants', 'Take Out Restaurants']",,"{'rating': None, 'count': None}",,,,16 Years,"['Wheelchair accessible', 'Good for groups']",,False,(213) 389-2818,4003 Wilshire Blvd Ste I,"Los Angeles, CA 90010",
El Chalateco Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 343-8864,4878 Huntington Dr S,"Los Angeles, CA 90032",
Chris's Pit Stop,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 222-2271,5472 Valley Blvd,"Los Angeles, CA 90032",
El Taquito Restaurant,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",https://el-taquito-restaurant.business.site,,http://www.yellowpages.com/los-angeles-ca/mip/el-taquito-restaurant-8076722#open-menu,40 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']",,True,(323) 223-1649,5053 Huntington Dr N,"Los Angeles, CA 90032",$
Esquina Restaurante Number Two,"['Restaurants', 'Mexican Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",,,,11 Years,,,True,(323) 474-6050,4159 Eagle Rock Blvd,"Los Angeles, CA 90065",$
Rincon De Guayabitos,"['Restaurants', 'American Restaurants', 'Mexican Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",,,,26 Years,,,True,(323) 262-3630,735 S Atlantic Blvd,"Los Angeles, CA 90022",$$
Mignon Romanian Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 856-9900,1253 Vine St,"Los Angeles, CA 90038",
Ono Hawaiian BBQ,"['Restaurants', 'Barbecue Restaurants', 'Caterers']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",http://www.onohawaiianbbq.com,,http://www.yellowpages.com/los-angeles-ca/mip/ono-hawaiian-bbq-465202420#open-menu,,['Offers outdoor seating'],,False,(323) 525-1688,5550 Wilshire Blvd,"Los Angeles, CA 90036",$
Panang Restaurant,"['Restaurants', 'Family Style Restaurants', 'Thai Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/panang-restaurant-5435181#open-menu,,['Serves alcohol'],,True,(323) 344-3796,1801 Colorado Blvd,"Los Angeles, CA 90041",$
Patsy D'Amore's Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""18""}","{'rating': None, 'count': None}",http://www.patsydamore.com,,,31 Years,"['Offers outdoor seating', 'Wheelchair accessible']",,False,(323) 938-4938,6333 W 3rd St Ste 448,"Los Angeles, CA 90036",$
Campanile Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 965-7907,5500 W Washington Blvd,"Los Angeles, CA 90016",
Golden Bird,"['Restaurants', 'Chicken Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",https://www.facebook.com/Goldenbirdwestern,,http://www.yellowpages.com/los-angeles-ca/mip/golden-bird-4281898#open-menu,12 Years,['Wheelchair accessible'],,True,(323) 750-0705,8300 S Western Ave,"Los Angeles, CA 90047",$
Wok on Fire,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""7""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/wok-on-fire-13429688#open-menu,15 Years,['Wheelchair accessible'],,True,(310) 289-5168,1447 S La Cienega Blvd,"Los Angeles, CA 90035",$$
Yoshinoya,"['Restaurants', 'Japanese Restaurants']","{""rating"":""2.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.yoshinoyaamerica.com,,,,['Wheelchair accessible'],,True,(310) 659-4662,1461 S La Cienega Blvd,"Los Angeles, CA 90035",
Smokin' Joint,"['Restaurants', 'Barbecue Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/smokin-joint-22659370#open-menu,,,,False,(323) 655-7427,8486 W 3rd St,"Los Angeles, CA 90048",$$
King Fu Chinese Restaurant,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(310) 246-1826,8681 W Pico Blvd,"Los Angeles, CA 90035",
Haifa Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Mediterranean Restaurants']","{""rating"":""4.0"",""count"":""16""}","{'rating': None, 'count': None}",http://www.haifala.com,,http://www.yellowpages.com/los-angeles-ca/mip/haifa-restaurant-455365010#open-menu,42 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']",,True,(310) 888-7700,8717 W Pico Blvd,"Los Angeles, CA 90035",$$
Terrace Restaurant,"['Restaurants', 'Family Style Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,"{'rating': None, 'count': None}",http://terracerestaurant.com,,,24 Years,['Serves alcohol'],,False,(323) 848-6666,8358 W Sunset Blvd,"Los Angeles, CA 90069",
A Food Affair,"['Restaurants', 'French Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""59""}","{'rating': None, 'count': None}",http://www.afoodaffair.com,,http://www.yellowpages.com/los-angeles-ca/mip/a-food-affair-11902861#open-menu,22 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(310) 557-9795,1513 S Robertson Blvd,"Los Angeles, CA 90035",$$
A & T Burgers,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",,"{'rating': None, 'count': None}",http://www.aandtburgers.com,,http://www.yellowpages.com/los-angeles-ca/mip/a-t-burgers-16418571#open-menu,49 Years,"['Offers outdoor seating', 'Wheelchair accessible']",,False,(323) 757-0710,11318 Avalon Blvd,"Los Angeles, CA 90061",$
Marmalade Cafe,"['Restaurants', 'Coffee Shops', 'Sandwich Shops']",,"{'rating': None, 'count': None}",http://www.marmaladecafe.com,,,,,,False,(310) 641-1197,880 World Way,"Los Angeles, CA 90045",
Wurstkuche,"['Restaurants', 'German Restaurants', 'Brew Pubs']","{""rating"":""4.5"",""count"":""557""}","{'rating': 'five', 'count': '7'}",http://www.wurstkuche.com,,http://www.yellowpages.com/los-angeles-ca/mip/wurstkuche-23379231#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol']","I may be slightly partial to this place..afterall it was opened by a USC alum (go trojans!)All my dates.work events at this place have benefited from the rowdy, fun vibe..they…",False,(213) 687-4444,800 E 3rd St,"Los Angeles, CA 90013",$$
Sushi Gen,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""484""}","{'rating': 'four and half', 'count': '6'}",http://sushigen.org,,http://www.yellowpages.com/los-angeles-ca/mip/sushi-gen-11976395#open-menu,43 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","I tasted like a real Japanese shushi! Top notched taste and the price is very affordable. It's a must try for sushi lover.""",True,(213) 617-0552,422 E 2nd St,"Los Angeles, CA 90012",$$
BCD Tofu House,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""224""}","{'rating': 'four', 'count': '8'}",http://www.bcdtofu.com,,http://www.yellowpages.com/los-angeles-ca/mip/bcd-tofu-house-16222145#open-menu,27 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol']","one of the favorite tofu place in korea town!""",False,(213) 382-6677,3575 Wilshire Blvd,"Los Angeles, CA 90010",$$
Village Pizzeria,"['Restaurants', 'Pizza', 'Take Out Restaurants']","{""rating"":""4.5"",""count"":""55""}","{'rating': 'four', 'count': '9'}",http://www.villagepizzeria.net,,,37 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Good for families']","you have to try it love the location""",False,(323) 465-5566,131 N Larchmont Blvd,"Los Angeles, CA 90004",$$
Camilo's California Bistro,"['Restaurants', 'Cafeterias', 'Breakfast, Brunch & Lunch Restaurants']",,"{'rating': 'four', 'count': '5'}",http://www.camilosbistro.com,,http://www.yellowpages.com/los-angeles-ca/mip/camilos-california-bistro-467215822#open-menu,20 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Great food and people; a surprise for Eagle Rock!!!""",True,(323) 478-2644,2128 Colorado Blvd,"Los Angeles, CA 90041",$$
Pacific Dining Car,"['Restaurants', 'Pizza', 'American Restaurants']","{""rating"":""4.0"",""count"":""192""}","{'rating': 'four', 'count': '4'}",,,http://www.yellowpages.com/los-angeles-ca/mip/pacific-dining-car-10704830#open-menu,35 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","I don't think a lot of people realize you can get afternoon tea service here. Quite a chill spot for a peaceful meet-up with a friend. Love the historic setting!""",True,(213) 483-6000,1310 W 6th St,"Los Angeles, CA 90017",$$$$
Fleming's Prime Steakhouse & Wine Bar,"['Restaurants', 'Fine Dining Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""321""}","{'rating': 'four', 'count': '3'}",http://www.flemingssteakhouse.com,,http://www.yellowpages.com/los-angeles-ca/mip/flemings-prime-steakhouse-wine-bar-3833641#open-menu,25 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","THEE ABSOLUTE BEST STEAK EVER HANDS DOWN. TASTES GOOD WHEN FIRST MADE, THE NEXT DAY AND EVEN THE NEXT!1!! great dinner special and not nearly expensive as most ppl think.""",True,(213) 745-9911,800 W Olympic Blvd Ste A-135,"Los Angeles, CA 90015",$$$
Pip's Pizza Pasta Salad Restaurant,"['Restaurants', 'Italian Restaurants']",,"{'rating': 'five', 'count': '2'}",http://pipsonlabrea.com,,,,"['Wheelchair accessible', 'Serves alcohol']","Very classy.  One of my favorite places to go.  Love the music!  Derrick did good for the community!""",False,(323) 954-7477,1356 S La Brea Ave,"Los Angeles, CA 90019",
Bamboo Garden Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '2'}",http://bambinossalonforkids.com,,,41 Years,['Wheelchair accessible'],"Good food and good service""",False,(323) 753-1471,8844 S Vermont Ave,"Los Angeles, CA 90044",$
Sushi Zo,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""51""}","{'rating': 'five', 'count': '2'}",http://www.sushizo.us,,http://www.yellowpages.com/los-angeles-ca/mip/sushi-zo-16317691#open-menu,17 Years,"['Wheelchair accessible', 'Takes reservations']","This is the best sushi bar in LA, (I can even say that they serve the best sushi I've ever tried! And I grew up in Japan:). It's a bit pricy but worth every penny. If you know…",True,(310) 842-3977,9824 National Blvd,"Los Angeles, CA 90034",$$$$
Rock'n Fish,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",,"{'rating': 'three and half', 'count': '3'}",http://www.rocknfishlalive.com,,http://www.yellowpages.com/los-angeles-ca/mip/rockn-fish-9215296#open-menu,15 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Being the first time I've ever been to a Trader Vic's, I have to say I was very much surprised on how good it was. Not that I had low expectations, but it was way better than I…",True,(213) 748-4020,800 W Olympic Blvd,"Los Angeles, CA 90015",$$$$
Food Land,"['Restaurants', 'Chinese Restaurants']",,"{'rating': 'four', 'count': '2'}",,,,,,I live basically around the corner and haven't started stocking my fridge. They always have food prepared hot and steamy. I have been eating there since the summer 2012 and…,False,(213) 483-2390,739 S Union Ave,"Los Angeles, CA 90017",
Bahay Kubo Restaurant,"['Restaurants', 'Filipino Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""9""}","{'rating': 'four', 'count': '2'}",https://www.facebook.com/pages/Bahay-Kubo-Restaurant/120819264595739,,http://www.yellowpages.com/los-angeles-ca/mip/bahay-kubo-restaurant-7894290#open-menu,30 Years,"['Offers outdoor seating', 'Wheelchair accessible']","They serve fresh food daily and affordable price""",True,(213) 413-4804,2330 W Temple St,"Los Angeles, CA 90026",$
Trimana,"['Restaurants', 'American Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '1'}",http://trimana.com,,http://www.yellowpages.com/los-angeles-ca/mip/trimana-458006911#open-menu,12 Years,['Wheelchair accessible'],"great food greate servise. like thier salads""",False,(213) 622-8801,888 S Figueroa St,"Los Angeles, CA 90017",$
La Reyna Restaurant,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",,"{'rating': 'five', 'count': '1'}",,,,,,"Place looks like its closed from the outside, but it's open.  Cash only.  The kitchen is a large griddle with the most delicious pastor, chorizo, carnitas, etc.  In a town full…",False,(213) 624-9879,2000 E 7th St,"Los Angeles, CA 90021",
Los Molcajetes,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']","{""rating"":""5.0"",""count"":""4""}","{'rating': 'five', 'count': '1'}",http://www.losmolcajetes.com,,,27 Years,,"Best pupusas ever! Only problem is that they open whenever they want to.""",False,(213) 388-8994,1800 W 8th St,"Los Angeles, CA 90057",$
Tony's Burger,"['Restaurants', 'American Restaurants', 'Mexican Restaurants']",,"{'rating': 'five', 'count': '1'}",,,,31 Years,['Wheelchair accessible'],Tony's burgers is known for their delicious breakfast and burgers. The burgers are real good and so are their frys. They are clean also which is important. If you stay around…,True,(213) 748-1789,2115 S Central Ave,"Los Angeles, CA 90011",$
Olocuilta Restaurant,"['Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""2""}","{'rating': 'five', 'count': '1'}",,,,8 Years,,"i had one of their mixed pupusas which is a stuff tortilla with beans cheese and pork. it is really really good you had to try it for your self.""",True,(213) 383-3070,3958 W 6th St,"Los Angeles, CA 90020",$
El Huarache Azteca,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""8""}","{'rating': 'five', 'count': '1'}",http://www.elhuaracheaztecala.com,,http://www.yellowpages.com/los-angeles-ca/mip/el-huarache-azteca-7514869#open-menu,16 Years,"['Offers outdoor seating', 'Wheelchair accessible']","Nice people, great service. Huaraches were filling, and unique! (our first time trying them!)""",True,(323) 478-9572,5225 York Blvd,"Los Angeles, CA 90042",$
Flame International,"['Restaurants', 'Steak Houses', 'Mediterranean Restaurants']","{""rating"":""4.0"",""count"":""23""}","{'rating': 'five', 'count': '1'}",http://www.myflame.net,,,,"['Wheelchair accessible', 'Serves alcohol']",They have a lot of Persian food with best taste. They have best kabab in L.A. if you wana try kabab for first time it 's good choice for you.You can try stews too like ghorme…,True,(310) 444-0045,11330 Santa Monica Blvd,"Los Angeles, CA 90025",
Spicy BBQ Restaurant,"['Restaurants', 'Barbecue Restaurants']",,"{'rating': 'four', 'count': '1'}",,,,21 Years,['Wheelchair accessible'],I ordered their egg noodles with curry soup (Khao Soi) and it came in a huge portion. It was too sweet for my taste though.I'd recommend their pork bbq. It was great! Would've…,False,(323) 663-4211,5101 Santa Monica Blvd,"Los Angeles, CA 90029",$$
Gish Bac Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']","{""rating"":""5.0"",""count"":""4""}","{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/gish-bac-restaurant-5520356#open-menu,13 Years,['Wheelchair accessible'],"bombb oaxacana fooddd thoughhh .""",True,(323) 737-5050,4163 W Washington Blvd,"Los Angeles, CA 90018",$$
Viva Fresh Mexican Grill,"['Restaurants', 'Mexican Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""17""}","{'rating': 'four', 'count': '1'}",http://www.vivafreshmexicangrill.com,,http://www.yellowpages.com/los-angeles-ca/mip/viva-fresh-mexican-grill-14350844#open-menu,23 Years,"['Wheelchair accessible', 'Serves alcohol']",Wow - I was pleasantly surprised with how good the food is after stumbling upon it while looking for a quick bite on the way to airport one day. I've been back quite a few…,True,(310) 338-9153,6515 S Sepulveda Blvd,"Los Angeles, CA 90045",$
Master Burger,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",,"{'rating': 'two and half', 'count': '2'}",,,,41 Years,"['Offers outdoor seating', 'Wheelchair accessible']","The burger special that includes fries and a drink is under 5.00 and it is very good. To get around the long wait I just call ahead.""",False,(323) 295-1940,4419 S Western Ave,"Los Angeles, CA 90062",$
El 7 Mares Restaurant,"['Restaurants', 'Family Style Restaurants', 'Seafood Restaurants']",,"{'rating': 'one', 'count': '1'}",http://www.el7mares.com/locations,,,30 Years,['Serves alcohol'],"took too long to be serviced, restaurant very dirty.""",False,(323) 267-8667,3914 Whittier Blvd,"Los Angeles, CA 90023",$$
IHOP,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""3""}","{'rating': None, 'count': None}",http://www.ihop.com,,http://www.yellowpages.com/los-angeles-ca/mip/ihop-455866324#open-menu,65 Years,"['Offers outdoor seating', 'Wheelchair accessible']","From Business: For 60 years, the IHOP family restaurant chain has served our world famous pancakes and a wide variety of breakfast, lunch and dinner items that are loved by…",True,(323) 224-9163,2227 N Figueroa St,"Los Angeles, CA 90065",$$
Denny's,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""147""}","{'rating': None, 'count': None}",http://www.dennys.com,,http://www.yellowpages.com/los-angeles-ca/mip/dennys-7582036#open-menu,70 Years,,"From Business: For more than 65 years, Denny's has been bringing people together over great food. It's the place where people can relax and be themselves while enjoying classic…",True,(323) 464-8435,5751 W Sunset Blvd,"Los Angeles, CA 90028",$
Mixt,"['Restaurants', 'American Restaurants', 'Sandwich Shops']","{""rating"":""4.5"",""count"":""11""}","{'rating': None, 'count': None}",http://www.mixt.com/locations,,http://www.yellowpages.com/los-angeles-ca/mip/mixt-456113378#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible']","From Business: Since 2006, we’ve been showing the world the way to salad. We start with the best ingredients, locally-sourced, and prepared just right. Then, our chef…",True,(415) 296-8009,5757 Wilshire Blvd,"Los Angeles, CA 90036",$$
First & Hope,"['Restaurants', 'Pizza', 'American Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/first-hope-22757716#open-menu,14 Years,"['Wheelchair accessible', 'Serves alcohol']",,False,(213) 617-8555,710 W 1st St,"Los Angeles, CA 90012",$$$
Hana Ichimonme Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""5""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/hana-ichimonme-restaurant-465002462#open-menu,34 Years,"['Wheelchair accessible', 'Serves alcohol']",,True,(213) 626-3514,333 S Alameda St Ste 303,"Los Angeles, CA 90013",$
Mignon,"['Restaurants', 'Spanish Restaurants', 'Italian Restaurants']","{""rating"":""5.0"",""count"":""13""}","{'rating': None, 'count': None}",http://www.mignonla.com,,,14 Years,['Serves alcohol'],,True,(213) 489-0131,128 E 6th St,"Los Angeles, CA 90014",$$
Grand Star Restaurant,"['Restaurants', 'Take Out Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.grandstarjazzclub.com/index.html,,,,,,True,(213) 626-2285,943 Sun Mun Way,"Los Angeles, CA 90012",
Red Hill,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/red-hill-467117137#open-menu,12 Years,"['Serves alcohol', 'Takes reservations']",,False,(213) 482-0886,1325 Echo Park Ave,"Los Angeles, CA 90026",$$
Costa Alegre Restaurant,"['Restaurants', 'Mexican Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""5""}","{'rating': None, 'count': None}",http://www.costaalegrerestaurant.com,,,27 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(213) 484-6121,1901 W Sunset Blvd,"Los Angeles, CA 90026",$$
Otomisan Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']","{""rating"":""5.0"",""count"":""5""}","{'rating': None, 'count': None}",https://www.facebook.com/pages/Otomisan-Restaurant/120710941274088,,,45 Years,['Wheelchair accessible'],,True,(323) 526-1150,2506 E 1st St,"Los Angeles, CA 90033",$$
Olympic Restaurant,"['Restaurants', 'Asian Restaurants', 'Korean Restaurants']","{""rating"":""4.5"",""count"":""3""}","{'rating': None, 'count': None}",,,,35 Years,['Wheelchair accessible'],,True,(213) 480-1107,2528 W Olympic Blvd Ste 104,"Los Angeles, CA 90006",$$
Madaongsae Korean BBQ,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""2.0"",""count"":""1""}","{'rating': None, 'count': None}",,,,22 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(213) 381-9292,901 S Vermont Ave,"Los Angeles, CA 90006",
Ocha Classic,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""15""}","{'rating': None, 'count': None}",https://ocha-classic-1.cafes-world.com,,http://www.yellowpages.com/los-angeles-ca/mip/ocha-classic-3410013#open-menu,,['Serves alcohol'],,True,(213) 427-9823,835 S Vermont Ave,"Los Angeles, CA 90005",$
Thai Ocean,"['Restaurants', 'Thai Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",,,,32 Years,['Wheelchair accessible'],,False,(213) 738-7909,747 S Vermont Ave,"Los Angeles, CA 90005",$
Maria's Restaurant,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/marias-restaurant-467783927#open-menu,24 Years,,,True,(323) 235-0438,307 E Jefferson Blvd,"Los Angeles, CA 90011",$$
Jang An Restaurant,"['Restaurants', 'Asian Restaurants', 'Korean Restaurants']",,"{'rating': None, 'count': None}",http://janganrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/jang-an-restaurant-4951572#open-menu,34 Years,,,True,(213) 383-4646,2773 W Olympic Blvd,"Los Angeles, CA 90006",$
Chon Woo Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",,,,37 Years,"['Wheelchair accessible', 'Takes reservations']",,False,(213) 388-3314,2851 W Olympic Blvd,"Los Angeles, CA 90006",
El Gallito Restaurante,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",https://www.facebook.com/egrestaurante,,,45 Years,['Wheelchair accessible'],,True,(323) 266-0127,3425 E 1st St,"Los Angeles, CA 90063",$$
KONG Ji Ne Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/kong-ji-ne-restaurant-472167584#open-menu,11 Years,['Wheelchair accessible'],,True,(213) 382-2166,3450 W 6th St,"Los Angeles, CA 90020",$$
Pescaderia Puerto Penasco,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",,,,26 Years,['Wheelchair accessible'],,False,(323) 234-8999,1713 E Vernon Ave Ste 116,"Los Angeles, CA 90058",$
Bonjuk La,"['Restaurants', 'Seafood Restaurants']","{""rating"":""4.5"",""count"":""5""}","{'rating': None, 'count': None}",http://www.bonjuk.com,,http://www.yellowpages.com/los-angeles-ca/mip/bonjuk-la-15506162#open-menu,,['Wheelchair accessible'],,True,(213) 380-2248,3551 Wilshire Blvd,"Los Angeles, CA 90010",$$
La Reyna Torteria Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 234-4436,4433 S Alameda St,"Los Angeles, CA 90058",
Garam Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 663-1237,600 N Vermont Ave,"Los Angeles, CA 90004",
Don Bartolo's Restaurant,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 913-1082,4021 Beverly Blvd,"Los Angeles, CA 90004",
Jin Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,16 Years,['Offers outdoor seating'],,False,(323) 766-9292,3250 W Olympic Blvd,"Los Angeles, CA 90006",$$
Dol San Club,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",,"{'rating': None, 'count': None}",,,,36 Years,,,False,(323) 737-6599,976 S Western Ave,"Los Angeles, CA 90006",
Rotex Yesoo Restaurant,"['Restaurants', 'Family Style Restaurants', 'Korean Restaurants']",,"{'rating': None, 'count': None}",http://rotexhotelcondo.com,,,22 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,False,(323) 734-1214,3411 W Olympic Blvd,"Los Angeles, CA 90019",$$$
Baek Ha Chong Restaurant,"['Restaurants', 'Asian Restaurants', 'Korean Restaurants']",,"{'rating': None, 'count': None}",,,,29 Years,"['Wheelchair accessible', 'Serves alcohol']",,False,(323) 935-5554,3929 W Olympic Blvd,"Los Angeles, CA 90019",$$
