Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
2619,Cafe Europa - W. 46th St.,"['Restaurants', 'American Restaurants', 'Continental Restaurants']",4.0,38.0,,,(212) 557-2700,555 W 46th St,"New York, NY 10036",10036,Average,,https://www.europacafe.com,,,0
2620,Radiance Tea House & Books,"['Restaurants', 'Chinese Restaurants', 'Caterers']",4.0,137.0,,,(212) 217-0442,158 W 55th St,"New York, NY 10019",10019,Average,,http://www.radiancetea.com,https://www.yellowpages.com/new-york-ny/mip/radiance-tea-house-books-460163257#open-menu,,1
2621,Kajistu,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.0,142.0,,,(212) 228-4873,125 E 39th St,"New York, NY 10016",10016,Very High,,http://www.kajitsunyc.com,https://www.yellowpages.com/new-york-ny/mip/kajistu-21503021#open-menu,,0
2622,Bloom's Delicatessen,"['Restaurants', 'Delicatessens', 'Family Style Restaurants']",,,,,(212) 922-3663,124 E 40th St,"New York, NY 10016",10016,Low,,http://www.bloomsnewyorkdeli.com/welcome.tpl?from=top45,https://www.yellowpages.com/new-york-ny/mip/blooms-delicatessen-760392#open-menu,,0
2623,Connolly’s Pub & Restaurant,"['Restaurants', 'Family Style Restaurants', 'Bars']",,,,,(212) 489-0271,43 W 54th St,"New York, NY 10019",10019,,31.0,http://www.connollyspubandrestaurant.com,,,0
2624,Main Street Restaurant Partners,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 223-6432,245 W 29th St Frnt 5,"New York, NY 10001",10001,,,http://www.msrpgroup.com,,,0
2625,Russos Fresh Mozzarella-Pasta,"['Restaurants', 'Italian Restaurants']",,,,,(718) 788-6699,312 5th Ave,"New York, NY 10001",10001,,,http://www.russosmozzarellaandpasta.net,,,0
2626,Joomak Banjum,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.5,5.0,,,(212) 268-7888,312 5th Ave,"New York, NY 10001",10001,,,http://joomakbanjum.com,,,0
2627,Cosi,"['Restaurants', 'Sandwich Shops', 'Coffee & Tea']",,,,,(212) 754-6144,320 Park Ave,"New York, NY 10022",10022,,,http://www.getcosi.com,,,0
2628,Delmonico Gourmet Food Mkt Grand Central,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.5,68.0,,,(212) 661-0150,375 Lexington Ave,"New York, NY 10017",10017,Low,43.0,http://www.delmoniconyc.com,https://www.yellowpages.com/new-york-ny/mip/delmonico-gourmet-food-mkt-grand-central-525077343#open-menu,,1
2629,Tiberias,"['Restaurants', 'American Restaurants', 'Pizza']",3.5,65.0,,,(212) 481-4222,45 E 34th St,"New York, NY 10016",10016,Average,13.0,http://www.greatrestaurantsmag.com/KOSHER/restaurants/490/tiberias,https://www.yellowpages.com/new-york-ny/mip/tiberias-456694511#open-menu,,1
2630,33 West 54th Street,"['Restaurants', 'Family Style Restaurants', 'Italian Restaurants']",,,,,(646) 692-8849,33 W 54th St,"New York, NY 10019",10019,,17.0,http://crunch.com,,,0
2631,Mozzarella & Vino,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.5,436.0,,,(646) 692-8849,33 W 54th St,"New York, NY 10019",10019,Average,,http://mozzarellaevino.com,https://www.yellowpages.com/new-york-ny/mip/mozzarella-vino-495351682#open-menu,,1
2632,Asia Five Eight,"['Restaurants', 'Asian Restaurants']",,,,,(212) 399-6000,1350 Avenue Of The Americas,"New York, NY 10019",10019,,,,,,0
2633,TGPH Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 399-6000,1350 Avenue Of The Americas,"New York, NY 10019",10019,,,http://www.restauranti.com,,,0
2634,KraneShares CSI China Internet,"['Restaurants', 'Chinese Restaurants']",,,,,(855) 857-2638,1350 Avenue Of The Americas,"New York, NY 10019",10019,,10.0,https://kraneshares.com,,,0
2635,La Brochette Kosher Steakhouse,"['Restaurants', 'Steak Houses', 'American Restaurants']",3.5,54.0,,,(212) 972-2200,340 Lexington Ave,"New York, NY 10016",10016,Very High,,http://www.labrochetteny.com,https://www.yellowpages.com/new-york-ny/mip/la-brochette-kosher-steakhouse-480727617#open-menu,,1
2636,Davio's Northern Italian Steakhouse,"['Restaurants', 'Steak Houses', 'Caterers']",,,,,(212) 661-4810,447 Lexington Ave,"New York, NY 10017",10017,High,,http://www.davios.com,,,0
2637,La Stanza,"['Restaurants', 'Italian Restaurants']",,,,,(646) 892-3905,334 Lexington Ave,"New York, NY 10016",10016,Average,,https://lastanzanyc.com,https://www.yellowpages.com/new-york-ny/mip/la-stanza-504937155#open-menu,,1
2638,Abboccato,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",,,,,(212) 265-4000,136 W 55th St,"New York, NY 10019",10019,Low,18.0,http://www.abboccato.com,https://www.yellowpages.com/new-york-ny/mip/abboccato-9292242#open-menu,,1
2639,Soju Haus,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.0,26.0,,,(212) 213-2177,315 5th Ave Fl 2,"New York, NY 10016",10016,Average,,http://www.sojuhaus.com,https://www.yellowpages.com/new-york-ny/mip/soju-haus-481600008#open-menu,,1
2640,Mendy's Kosher Delicatessan,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,,,,(212) 576-1010,61 E 34th St,"New York, NY 10016",10016,,30.0,http://www.mendysdeli.com,https://www.yellowpages.com/new-york-ny/mip/mendys-kosher-delicatessan-479582956#open-menu,,1
2641,Megu,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",,,,,(212) 964-7777,369 Lexington Ave,"New York, NY 10017",10017,,,http://www.megunyc.com,https://www.yellowpages.com/new-york-ny/mip/megu-507388216#open-menu,,0
2642,Bangia,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.0,16.0,,,(212) 679-6790,11 E 32nd St,"New York, NY 10016",10016,Average,,http://www.bangianyc.com,,,1
2643,S Bar New York,"['Restaurants', 'American Restaurants', 'Bars']",,,,,(212) 920-0926,398 10th Ave,"New York, NY 10001",10001,,,,https://www.yellowpages.com/new-york-ny/mip/s-bar-new-york-10011624#open-menu,,0
2644,Katsuya New York,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.5,4.0,,,(212) 920-6816,398 10th Ave,"New York, NY 10001",10001,,,http://www.katsuyarestaurant.com/?utm_source=google-gmb&utm_medium=organic&utm_campaign=gmb,https://www.yellowpages.com/new-york-ny/mip/katsuya-new-york-564768968#open-menu,,0
2645,Honeybrains,"['Restaurants', 'American Restaurants']",,,,,(917) 423-8060,916 8th Ave,"New York, NY 10019",10019,Average,,https://www.honeybrains.com/location/midtown,https://www.yellowpages.com/new-york-ny/mip/honeybrains-566795614#open-menu,,0
2646,Totto Ramen,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,175.0,,,(646) 596-9056,464 W 51st St,"New York, NY 10019",10019,Average,,http://tottoramen.com,,,0
2647,Fresco On The Go,"['Restaurants', 'Sandwich Shops', 'Italian Restaurants']",4.0,32.0,,,(212) 754-2700,40 E 52nd St,"New York, NY 10022",10022,High,,http://www.frescoonthego.com,https://www.yellowpages.com/new-york-ny/mip/fresco-on-the-go-467883299#open-menu,,1
2648,Grand Cafe,"['Restaurants', 'American Restaurants']",,,,,(718) 545-1494,37 W 30th St # 1,"New York, NY 10001",10001,,,,,,0
2649,Nycsalt Inc,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,,,,(212) 643-0867,214 W 29th St,"New York, NY 10001",10001,,13.0,http://www.nycsalt.org,,,0
2650,Bice Cucina,"['Restaurants', 'Italian Restaurants']",4.5,109.0,,,(212) 757-2600,62 W 55th St,"New York, NY 10019",10019,High,,https://www.bicecucina.com,https://www.yellowpages.com/new-york-ny/mip/bice-cucina-546336509#open-menu,,1
2651,Zoralie Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",4.5,18.0,,,(646) 590-3751,449 W 51st St Frnt 1,"New York, NY 10019",10019,Low,10.0,https://www.facebook.com/pages/Zoralie/429130227198047,https://www.yellowpages.com/new-york-ny/mip/zoralie-restaurant-480241124#open-menu,,0
2652,Lets Meat,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.0,54.0,,,(212) 889-0089,307 5th Ave,"New York, NY 10016",10016,Very High,,http://www.letsmeatnyc.com,https://www.yellowpages.com/new-york-ny/mip/lets-meat-543499800#open-menu,,1
2653,861 7th Ave. Restaurant Inc.,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 664-1110,861 7th Ave,"New York, NY 10019",10019,,,,,,0
2654,Dun Huang,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",3.5,8.0,,,(646) 964-4007,320 Lexington Ave,"New York, NY 10016",10016,,,https://www.dunhuangfood.com,,,0
2655,Bella Pizza,"['Restaurants', 'Italian Restaurants', 'Pizza']",,,,,(800) 400-2721,64 E 34th St,"New York, NY 10016",10016,,,http://bellapizzaastoria.com,,,0
2656,Ynkh Corp,"['Restaurants', 'Family Style Restaurants', 'Delicatessens']",,,,,(212) 541-4650,105 W 55th St,"New York, NY 10019",10019,,29.0,,,,0
2657,Don's Bogam BBQ & Wine Bar,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.5,209.0,,,(212) 683-2200,17 E 32nd St,"New York, NY 10016",10016,Average,,http://www.donsbogam.com,https://www.yellowpages.com/new-york-ny/mip/dons-bogam-bbq-wine-bar-480204207#open-menu,,1
2658,Abbey Restaurant Incorporated,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 685-5585,111 W 29th St,"New York, NY 10001",10001,,,http://www.restonyc.com,,,0
2659,Previti Pasta & Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,2.0,,,(212) 867-2782,341 Lexington Ave,"New York, NY 10016",10016,,,http://previtipasta.com,,,0
2660,Hunan Manor,"['Restaurants', 'Chinese Restaurants', 'Caterers']",4.0,148.0,,,(212) 682-2883,339 Lexington Ave,"New York, NY 10016",10016,Average,16.0,,https://www.yellowpages.com/new-york-ny/mip/hunan-manor-469149951#open-menu,,1
2661,Tandoori Club,"['Restaurants', 'Indian Restaurants', 'Asian Restaurants']",,,,,(212) 972-6688,131 E 45th St,"New York, NY 10017",10017,,,http://tandooriclub.com,,,0
2662,Menchanko-Tei Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 986-6805,131 E 45th St,"New York, NY 10017",10017,,,,,,0
2663,Hangawi,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.5,651.0,,,(212) 213-0077,12 E 32nd St Frnt 1,"New York, NY 10016",10016,High,29.0,http://hangawirestaurant.com,https://www.yellowpages.com/new-york-ny/mip/hangawi-8527782#open-menu,,1
2664,Ivan Ramen Slurp Shop,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.0,173.0,,,(212) 582-7942,600 11th Ave Gotham West Market,"New York, NY 10036",10036,Low,10.0,http://www.ivanramen.com,https://www.yellowpages.com/new-york-ny/mip/ivan-ramen-slurp-shop-496511194#open-menu,,1
2665,Canaan Japanese Restaurant,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,20.0,,,(212) 947-9298,154 W 29th St,"New York, NY 10001",10001,Average,53.0,http://www.canaansushiny.com,https://www.yellowpages.com/new-york-ny/mip/canaan-japanese-restaurant-2950400#open-menu,,1
2666,Secession Restaurant,"['Restaurants', 'Seafood Restaurants']",,,,,(212) 791-3771,30 Hudson Yards,"New York, NY 10001",10001,,,,,,0
2667,Kiku Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",,,,,(212) 582-8357,50 W 55th St,"New York, NY 10019",10019,Average,13.0,http://www.kikurestaurantnyc.com,https://www.yellowpages.com/new-york-ny/mip/kiku-japanese-restaurant-8565481#open-menu,,1
2668,Kishi Japanese Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 867-8222,137 E 45th St,"New York, NY 10017",10017,,32.0,http://www.kishirestaurant.com,,,0
2669,Tam Sang,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,17.0,,,(212) 420-7500,331 Lexington Ave,"New York, NY 10016",10016,Low,,http://www.tamsangthaikitchen.com,https://www.yellowpages.com/new-york-ny/mip/tam-sang-546089265#open-menu,,1
2670,Dell' Anima,"['Restaurants', 'Italian Restaurants']",,,,,(212) 366-6633,600 11th Ave,"New York, NY 10036",10036,,,https://www.dellanima.com,,,0
2671,Hop Won Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,24.0,,,(212) 867-4996,139 E 45th St,"New York, NY 10017",10017,Low,32.0,http://hopwonrestaurant.netwaiter.com/new-york,https://www.yellowpages.com/new-york-ny/mip/hop-won-restaurant-458082967#open-menu,,1
2672,Soba Noodle Azuma,"['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']",4.5,60.0,,,(917) 262-0540,251 W 55th St,"New York, NY 10019",10019,Average,,http://www.sobaazuma55.com,https://www.yellowpages.com/new-york-ny/mip/soba-noodle-azuma-525581683#open-menu,,1
2673,Totto Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 245-4555,251 W 55th St,"New York, NY 10019",10019,,,http://www.restauranti.com,,,0
2674,East Japanese Restaurant,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,,,,(212) 581-2240,253 W 55th St Frnt A,"New York, NY 10019",10019,Average,34.0,,https://www.yellowpages.com/new-york-ny/mip/east-japanese-restaurant-1437704#open-menu,,0
2675,Molyvos,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,,,,(212) 582-7500,871 7th Ave,"New York, NY 10019",10019,High,26.0,http://www.molyvos.com,https://www.yellowpages.com/new-york-ny/mip/molyvos-3787128#open-menu,,1
2676,Sunac Natural Market,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",4.5,210.0,,,(212) 695-9292,600 W 42nd St,"New York, NY 10036",10036,Average,,http://www.sunacnatural.com,https://www.yellowpages.com/new-york-ny/mip/sunac-natural-market-504375005#open-menu,,1
2677,Lupulo,"['Restaurants', 'Seafood Restaurants']",,,,,(212) 290-7600,835 6th Ave,"New York, NY 10001",10001,High,,,,,0
2678,Oceana Restaurant,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",,,,,(212) 759-5941,120 W 29th St,"New York, NY 10001",10001,,,https://www.oceanarestaurant.com/contact,,,0
2679,Lilys Restaurant,"['Restaurants', 'American Restaurants', 'Bars']",,,,,(212) 838-0844,501 Lexington Ave,"New York, NY 10017",10017,Average,30.0,,https://www.yellowpages.com/new-york-ny/mip/lilys-restaurant-10938571#open-menu,,0
2680,Pazza Notte,"['Restaurants', 'Italian Restaurants', 'Pizza']",,,,,(212) 765-6288,1375 Avenue Of The Americas,"New York, NY 10019",10019,High,,,https://www.yellowpages.com/new-york-ny/mip/pazza-notte-569837415#open-menu,,1
2681,Minamoto Kitchoan,"['Restaurants', 'Japanese Restaurants', 'Grocers-Ethnic Foods']",4.5,40.0,,,(212) 489-3747,509 Madison Ave,"New York, NY 10022",10022,Very High,,http://www.kitchoan.com,https://www.yellowpages.com/new-york-ny/mip/minamoto-kitchoan-480730369#open-menu,,0
2682,Annabel,"['Restaurants', 'Pizza', 'American Restaurants']",,,,,(212) 245-2215,809 9th Ave,"New York, NY 10019",10019,Average,,http://www.annabelnyc.com,https://www.yellowpages.com/new-york-ny/mip/annabel-503027487#open-menu,,1
2683,Softbite,"['Restaurants', 'American Restaurants']",,,,,(646) 692-3088,1216 Broadway,"New York, NY 10001",10001,Low,,https://www.softbite.us,https://www.yellowpages.com/new-york-ny/mip/softbite-552434010#open-menu,,0
2684,Blarney Stone,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,,,,(212) 643-1674,340 9th Ave,"New York, NY 10001",10001,,,http://www.blarney-stone.net,,,0
2685,Udon West,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.0,117.0,,,(212) 922-9677,150 E 46th St,"New York, NY 10017",10017,Average,,http://www.udon46.qcweb.jp,https://www.yellowpages.com/new-york-ny/mip/udon-west-474982765#open-menu,,0
2686,Zheng's Lucky Sunday Garden,"['Restaurants', 'Asian Restaurants']",,,,,(212) 582-8887,930 8th Ave,"New York, NY 10019",10019,,,,,,0
2687,McQuaids Public House,"['Restaurants', 'Family Style Restaurants', 'Bars']",5.0,10.0,,,(646) 791-8203,589 11th Ave,"New York, NY 10036",10036,,27.0,https://www.mcquaidsnyc.com,,,0
2688,Kamasu by Kissaki,"['Restaurants', 'Japanese Restaurants']",5.0,1.0,,,(212) 577-1153,20 Hudson Yards Unit 220,"New York, NY 10001",10001,,,https://kamasubykissaki.com,,,0
2689,Wing Street,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",,,,,(929) 645-2154,932 8th Ave,"New York, NY 10019",10019,,,https://www.pizzahut.com/index.php?menu=wings,,,0
2690,Matt's Grill,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,,,,(212) 307-5109,932 8th Ave,"New York, NY 10019",10019,Average,27.0,http://mattsgrill.com,,,0
2691,Kare Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,29.0,,,(212) 765-7800,752 10th Ave,"New York, NY 10019",10019,Average,13.0,http://www.karethaionten.com,https://www.yellowpages.com/new-york-ny/mip/kare-thai-474590804#open-menu,,1
2692,Katsu-Hama,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.0,90.0,,,(212) 541-7145,45 W 55th St,"New York, NY 10019",10019,Average,,http://katsuhama.com,https://www.yellowpages.com/new-york-ny/mip/katsu-hama-481149614#open-menu,,1
2693,The Modern-Dining Room,"['Restaurants', 'American Restaurants']",,,,,(212) 333-1220,9 W 53rd Street Fifth & Six,"New York, NY 10019",10019,,,http://themodernnyc.com,,,0
2694,Dhr Restaurant Co,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 532-3584,303 Lexington Ave,"New York, NY 10016",10016,,13.0,http://www.rarebarandgrill.com,,,0
2695,Giardino 54,"['Restaurants', 'Italian Restaurants', 'Bars']",4.5,27.0,,,(646) 726-4575,400 1/2 W 54th St,"New York, NY 10019",10019,Very High,,http://www.giardino54.com,https://www.yellowpages.com/new-york-ny/mip/giardino-54-533426744#open-menu,,1
2696,Take 31,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",4.5,35.0,,,(646) 398-9990,15 E 31st St,"New York, NY 10016",10016,Average,,http://www.mytake31.com,,,0
2697,Dee Daa,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",,,,,(646) 396-6500,155 E 44th St,"New York, NY 10017",10017,Low,11.0,,https://www.yellowpages.com/new-york-ny/mip/dee-daa-465516236#open-menu,,1
2698,Wondee Siam II,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",,,,,(917) 286-1726,813 9th Ave,"New York, NY 10019",10019,,21.0,,https://www.yellowpages.com/new-york-ny/mip/wondee-siam-ii-1025077#open-menu,,1
2699,Valhalla,"['Restaurants', 'American Restaurants', 'Bars']",4.5,112.0,,,(212) 757-2747,815 9th Ave,"New York, NY 10019",10019,Average,17.0,https://valhallabarnyc.com?fbclid=iwar0aphmk_0-mbrh3ypmso3m2xm3vmgl4r6he1hy6dasjogvyjl9grj2q3im,https://www.yellowpages.com/new-york-ny/mip/valhalla-2661975#open-menu,,0
2700,Yuqi's Cuisine,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,15.0,,,(917) 286-1726,813 9th Ave,"New York, NY 10019",10019,,,http://www.yuqiscuisine.com/?utm_source=TripAdvisor&utm_medium=TripAdvWebsite&utm_campaign=TA&utm_term=TA,,,0
2701,New Happy Restaurant,"['Restaurants', 'Family Style Restaurants', 'Chinese Restaurants']",,,,,(212) 307-5215,760 10th Ave,"New York, NY 10019",10019,Low,21.0,,,,0
2702,Donburi-ya,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(212) 980-7909,137 E 47th St,"New York, NY 10017",10017,Average,,http://donburiyanyc.com,https://www.yellowpages.com/new-york-ny/mip/donburi-ya-472820357#open-menu,,1
2703,Robert's Steakhouse,"['Restaurants', 'Steak Houses']",4.0,12.0,,,(212) 245-0002,603 W 45th St,"New York, NY 10036",10036,High,22.0,http://www.executiveclub.nyc,https://www.yellowpages.com/new-york-ny/mip/roberts-steakhouse-503063508#open-menu,,0
2704,10th Avenue Restaurant Deli,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 757-5345,764 10th Ave,"New York, NY 10019",10019,,15.0,,,,0
2705,Andre French Restaurant,"['Restaurants', 'French Restaurants', 'Family Style Restaurants']",,,,,(212) 307-0700,242 W 56th St,"New York, NY 10019",10019,,,,,,0
2706,Rong Cheng House,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",4.5,2.0,,,(212) 265-2226,242 W 56th St,"New York, NY 10019",10019,,,http://rongchenghouse.wixsite.com,,,0
2707,Il Melograno,"['Restaurants', 'Italian Restaurants']",4.5,339.0,,,(212) 757-9290,501 W 51st St,"New York, NY 10019",10019,Average,32.0,http://www.ilmelogranonyc.com,https://www.yellowpages.com/new-york-ny/mip/il-melograno-5492713#open-menu,,1
2708,M T Muggs,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,,,,(212) 661-7583,150 E 47th St,"New York, NY 10017",10017,,,,,,0
2709,K-Bap,"['Restaurants', 'Korean Restaurants']",4.0,34.0,,,(917) 639-3814,62 W 56th St,"New York, NY 10019",10019,Low,,https://www.grubhub.com/restaurant/k-bap-62-w-56th-st-new-york/65909,https://www.yellowpages.com/new-york-ny/mip/k-bap-505177055#open-menu,,1
2710,Topaz Thai Restaurant,"['Restaurants', 'Thai Restaurants', 'Family Style Restaurants']",4.0,741.0,,,(212) 957-8020,127 W 56th St,"New York, NY 10019",10019,Average,31.0,,https://www.yellowpages.com/new-york-ny/mip/topaz-thai-restaurant-5381191#open-menu,,1
2711,Kin Ramen,"['Restaurants', 'Japanese Restaurants', 'Bars']",5.0,23.0,,,(212) 933-9292,129 W 56th St,"New York, NY 10019",10019,,,,,,0
2712,Glaze Teriyaki Grill,"['Restaurants', 'Japanese Restaurants', 'Caterers']",4.5,18.0,,,(212) 315-0300,60 W 56th St,"New York, NY 10019",10019,Average,10.0,http://www.glazeteriyaki.com,https://www.yellowpages.com/new-york-ny/mip/glaze-teriyaki-grill-481578128#open-menu,,1
2713,Norma's,"['Restaurants', 'American Restaurants']",,,,,(212) 708-7340,119 W 56th St,"New York, NY 10019",10019,High,,http://www.normasnyc.com,https://www.yellowpages.com/new-york-ny/mip/normas-480201909#open-menu,,0
2714,Bengal Tiger Indian Food,"['Restaurants', 'Indian Restaurants', 'Caterers']",4.5,560.0,,,(212) 265-2703,58 W 56th St,"New York, NY 10019",10019,Average,16.0,http://www.bengaltigerindianfood.com,https://www.yellowpages.com/new-york-ny/mip/bengal-tiger-indian-food-482434468#open-menu,,1
2715,Shinjuku Ramen,"['Restaurants', 'Japanese Restaurants']",4.5,2.0,,,(917) 388-2246,58 W 56th St,"New York, NY 10019",10019,,,,,,1
2716,ISE Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",4.0,76.0,,,(212) 707-8702,58 W 56th St,"New York, NY 10019",10019,Low,75.0,https://www.theinfatuation.com/new-york/reviews/bengal-tiger,https://www.yellowpages.com/new-york-ny/mip/ise-japanese-restaurant-7496028#open-menu,,0
2717,Ferris,"['Restaurants', 'American Restaurants']",,,,,(212) 213-4420,44 W 29th St,"New York, NY 10001",10001,Average,,http://ferrisnyc.com,https://www.yellowpages.com/new-york-ny/mip/ferris-541719757#open-menu,,0
2718,General Assembly Restaurant & Bar,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 641-0640,360 Park Ave,"New York, NY 10022",10022,,,,,,0
2719,Disco Sushi Inc,"['Restaurants', 'Sushi Bars', 'Bars']",,,,,(212) 675-5088,150 W 28th St Ste 403,"New York, NY 10001",10001,,13.0,,,,0
2720,Side Bar,"['Restaurants', 'Sandwich Shops', 'American Restaurants']",,,,,(212) 677-2900,150 W 28th St Ste 403,"New York, NY 10001",10001,,,https://www.sidebarny.com,,,0
2721,Sacco Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,132.0,,,(212) 582-7765,819 9th Ave,"New York, NY 10019",10019,Low,35.0,http://www.saccopizza.com,,,0
2722,La Chine,"['Restaurants', 'Seafood Restaurants']",,,,,(212) 872-4913,540 Lexington Ave,"New York, NY 10022",10022,Very High,,http://www.waldorfnewyork.com,https://www.yellowpages.com/new-york-ny/mip/la-chine-527619464#open-menu,,0
2723,Eatsa,"['Restaurants', 'Vegetarian Restaurants', 'Mediterranean Restaurants']",,,,,(415) 930-4006,666 3rd Ave,"New York, NY 10017",10017,Low,,http://www.eatsa.com,,,0
2724,Wok to Walk,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",,,,,(646) 964-5333,684 3rd Ave,"New York, NY 10017",10017,Low,,http://www.woktowalk.com,https://www.yellowpages.com/new-york-ny/mip/wok-to-walk-496671341#open-menu,,1
2725,Amaze 43,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,75.0,,,(212) 986-5555,694 3rd Ave,"New York, NY 10017",10017,Average,,http://www.amazerestaurant.com,,,1
2726,Ramani Bistro,"['Restaurants', 'American Restaurants', 'Caterers']",,,,,(212) 888-3141,145 E 48th St,"New York, NY 10017",10017,Very High,,,,,0
2727,Bread & Honey,"['Restaurants', 'American Restaurants']",4.5,98.0,,,(212) 245-0007,941 8th Ave,"New York, NY 10019",10019,Low,,https://www.breadandhoneynyc.com,https://www.yellowpages.com/new-york-ny/mip/bread-honey-459874204#open-menu,,1
2728,Lespinasse,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 339-6719,2 E 55th St,"New York, NY 10022",10022,,19.0,,,,0
2729,Ajisen Ramen,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,196.0,,,(646) 638-0888,136 W 28th St,"New York, NY 10001",10001,Average,55.0,http://www.ajisenramennewyork.com/menu,https://www.yellowpages.com/new-york-ny/mip/ajisen-ramen-462457262#open-menu,,0
2730,Barn Joo Nomad,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",5.0,16.0,,,(917) 409-1637,816 Avenue Of The Americas,"New York, NY 10001",10001,High,,http://www.barnjoonomad.com,https://www.yellowpages.com/new-york-ny/mip/barn-joo-nomad-564903939#open-menu,,1
2731,Greenwich Steakhouse,"['Restaurants', 'Steak Houses', 'French Restaurants']",,,,,(212) 553-5000,1201 Broadway,"New York, NY 10001",10001,,,http://www.greenwichsteakhouse.com,,,0
2732,Blue Willow,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.5,9.0,,,(212) 213-2299,40 W 56th St,"New York, NY 10019",10019,Average,,https://www.bluewillownyc.com,https://www.yellowpages.com/new-york-ny/mip/blue-willow-564556579#open-menu,,1
2733,Jtp Restaurant Corp,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 867-5235,712 3rd Ave,"New York, NY 10017",10017,,,,,,0
2734,The John Dory Oyster Bar,"['Restaurants', 'Seafood Restaurants', 'Caterers']",,,,,(212) 792-9000,1196 Broadway,"New York, NY 10001",10001,High,12.0,https://www.thejohndory.com,https://www.yellowpages.com/new-york-ny/mip/the-john-dory-oyster-bar-465560288#open-menu,,0
2735,Hong Kong & Shanghai Hotels,"['Restaurants', 'Chinese Restaurants']",,,,,(212) 956-2888,700 5th Ave,"New York, NY 10019",10019,,,http://www.hshgroup.com,,,0
